Date,Route,Time,Day,Location,Incident,MinDelay,MinGap,Direction,Vehicle,Month
2022-02-03,86,18:30:00,Thursday,"MEADOWVALE LOOP, Toronto",Operations - Operator,5,15,A,0,February
2022-02-03,17,18:30:00,Thursday,"BIRCHMOUNT & FOXRIDG, Toronto",Collision - TTC,10,20,S,3174,February
2022-02-03,14,19:00:00,Thursday,"WARREN BETWEEN CHAPLIN, Toronto",Diversion,280,310,N,0,February
2022-02-03,86,19:00:00,Thursday,"MEADOWVALE LOOP, Toronto",Operations - Operator,5,15,A,0,February
2022-02-03,960,19:00:00,Thursday,"STEELES & YONGE, Toronto",Operations - Operator,8,16,A,8133,February
2022-02-03,41,19:00:00,Thursday,"ROGERS RD & BICKNELL, Toronto",Mechanical,12,14,S,9049,February
2022-02-03,108,19:00:00,Thursday,"SENTINEL & GR& RAV, Toronto",General Delay,146,160,A,8878,February
2022-02-03,73,19:00:00,Thursday,"KENNEDY & RADNOR, Toronto",Mechanical,10,20,S,3299,February
2022-02-03,7,19:30:00,Thursday,"WILSON & BATHURST, Toronto",Operations - Operator,10,20,W,8333,February
2022-02-03,13,19:30:00,Thursday,"ELM ST & UNIVERSITY, Toronto",Operations - Operator,30,60,A,8139,February
2022-02-03,929,19:30:00,Thursday,"CANADA & PRINCES, Toronto",Mechanical,10,20,A,9081,February
2022-02-03,94,20:00:00,Thursday,"CASTLE FRANK , Toronto",Mechanical,10,20,W,9214,February
2022-02-03,165,20:00:00,Thursday,"WESTON & FINCH, Toronto",General Delay,1,2,N,3716,February
2022-02-03,53,20:00:00,Thursday,"STEELES & MCCOWAN, Toronto",Operations - Operator,6,21,A,3185,February
2022-02-03,60,20:30:00,Thursday,"PIONEER VILLAGE STATIO, Toronto",Operations - Operator,8,18,A,8301,February
2022-02-03,39,20:30:00,Thursday,"FINCH & MIDDLEFIELD, Toronto",Diversion,35,52,E,3269,February
2022-02-03,86,21:00:00,Thursday,"LAWRENCE & KINGSTON, Toronto",Mechanical,10,20,W,3459,February
2022-02-03,133,21:00:00,Thursday,"SCARBOROUGH CENTRE STA, Toronto",Mechanical,11,22,E,3648,February
2022-02-03,33,21:00:00,Thursday,"SPADINA & ELDERWOOD, Toronto",General Delay,15,30,N,8119,February
2022-02-03,46,21:00:00,Thursday,"KIPLING & RATHBURN, Toronto",Mechanical,11,22,S,8010,February
2022-02-03,86,21:30:00,Thursday,"ZOO LOOP, Toronto",Mechanical,10,20,S,1217,February
2022-02-03,43,22:00:00,Thursday,"MIDL& & STEELES, Toronto",Mechanical,10,20,S,3286,February
2022-02-03,63,22:00:00,Thursday,"OSSINGTON , Toronto",Security,8,16,A,8357,February
2022-02-03,32,22:00:00,Thursday,"EGLINTON & LOCKSLEY, Toronto",Collision - TTC,13,26,W,1353,February
2022-02-03,939,22:00:00,Thursday,"SCARBOROUGH TOWN CENTR, Toronto",Mechanical,12,29,E,3328,February
2022-02-03,43,22:00:00,Thursday,"KENNEDY , Toronto",Mechanical,10,20,N,3275,February
2022-02-03,32,22:30:00,Thursday,"EGLINTON , Toronto",Mechanical,14,27,E,1392,February
2022-02-03,124,23:00:00,Thursday,"LAWRENCE & BAYVIEW, Toronto",Operations - Operator,15,30,W,8300,February
2022-02-03,47,23:00:00,Thursday,"YORKDALE , Toronto",Mechanical,20,40,N,8142,February
2022-02-03,32,23:30:00,Thursday,"EGLINTON & RICHARDSO, Toronto",Diversion,148,157,E,0,February
2022-02-03,90,23:30:00,Thursday,"VAUGHAN & ST CLAIR, Toronto",Operations - Operator,6,12,A,8388,February
2022-02-03,95,00:00:00,Thursday,"ELLESMERE & MEADOWVA, Toronto",Mechanical,10,20,W,1502,February
2022-02-03,32,00:00:00,Thursday,"YONGE & QUEENS QUAY, Toronto",Utilized Off Route,4,7,W,1096,February
2022-02-03,63,00:00:00,Thursday,"YONGE & STEELES, Toronto",Utilized Off Route,4,7,N,8216,February
2022-02-03,29,00:30:00,Thursday,"DUFFERIN & STEELES, Toronto",Operations - Operator,30,60,N,9034,February
2022-02-03,363,00:30:00,Thursday,"KING & SHAW, Toronto",Operations - Operator,30,60,N,0,February
2022-02-03,32,00:30:00,Thursday,"EGLINTON & SPADINA, Toronto",Emergency Services,14,28,E,1139,February
2022-02-03,71,01:00:00,Thursday,"ROCKCLIFFE & ALLIANC, Toronto",Mechanical,18,36,N,8075,February
2022-02-03,29,01:00:00,Thursday,"PRINCES' & CANADA DR, Toronto",Emergency Services,10,20,S,1145,February
2022-02-03,68,01:00:00,Thursday,"WARDEN & STEELES, Toronto",Mechanical,18,36,A,3168,February
2022-02-03,45,01:30:00,Thursday,"KIPLING AT STEELES, Toronto",Emergency Services,9,19,A,1379,February
2022-02-03,12,01:30:00,Thursday,"KINGSTON & SHARPE, Toronto",Mechanical,23,46,W,8491,February
2022-02-04,300,02:30:00,Friday,"BATHURST , Toronto",Operations - Operator,17,34,E,3479,February
2022-02-04,312,03:00:00,Friday,"ST CLAIR & BRITANNIA, Toronto",Operations - Operator,30,60,W,8102,February
2022-02-04,320,04:00:00,Friday,"YONGE S OF EGLINTON, Toronto",Security,4,7,N,8735,February
2022-02-04,335,04:30:00,Friday,"JANE , Toronto",Operations - Operator,30,47,N,1030,February
2022-02-04,324,05:00:00,Friday,"VICTORIA PARK & SHEP, Toronto",Security,30,60,S,8545,February
2022-02-04,960,05:00:00,Friday,"WILSON GARAGE, Toronto",Mechanical,10,20,N,1374,February
2022-02-04,44,05:00:00,Friday,"COLONIA SAMUEL SMITH L, Toronto",Operations - Operator,15,30,N,0,February
2022-02-04,35,05:30:00,Friday,"HULLMAR & HISEY, Toronto",Mechanical,10,20,E,1063,February
2022-02-04,110,05:30:00,Friday,"LONG BRANCH LOOP, Toronto",Operations - Operator,10,20,A,0,February
2022-02-04,39,05:30:00,Friday,"FINCH & KENNEDY, Toronto",Mechanical,10,20,W,3245,February
2022-02-04,55,05:30:00,Friday,"HUMBER HILL & OLD DU, Toronto",Diversion,120,123,S,8069,February
2022-02-04,72,05:30:00,Friday,"PAPE , Toronto",Mechanical,19,39,S,8410,February
2022-02-04,7,05:30:00,Friday,"BTAHURST ROUTE, Toronto",Operations - Operator,7,23,A,8313,February
2022-02-04,14,06:00:00,Friday,"CHAPLIN & EGLINTON, Toronto",Diversion,108,111,A,0,February
2022-02-04,109,06:00:00,Friday,"RANEE ROUTE, Toronto",Operations - Operator,17,21,A,8100,February
2022-02-04,131,06:00:00,Friday,"MORNINGSIDE & MORNIN, Toronto",Mechanical,10,19,S,1297,February
2022-02-04,19,06:30:00,Friday,"BAY & FRONT, Toronto",Mechanical,12,24,N,8546,February
2022-02-04,995,06:30:00,Friday,"UNIVERSITY OF TORONTO, Toronto",Mechanical,11,22,A,1603,February
2022-02-04,7,06:30:00,Friday,"BATHURST & REINER, Toronto",Mechanical,8,16,S,9004,February
2022-02-04,927,06:30:00,Friday,"HUMBER COLLEGE & HIG, Toronto",Mechanical,10,20,N,3628,February
2022-02-04,73,06:30:00,Friday,"ROYAL YORK , Toronto",Mechanical,22,44,A,8089,February
2022-02-04,25,06:30:00,Friday,"DON MILLS , Toronto",Mechanical,7,14,S,8647,February
2022-02-04,107,06:30:00,Friday,"SHEPPARD WEST , Toronto",Operations - Operator,10,20,N,0,February
2022-02-04,25,06:30:00,Friday,"DON MILLS , Toronto",Mechanical,6,12,S,8672,February
2022-02-04,927,07:00:00,Friday,"HUMBER COLLEGE & FIN, Toronto",Mechanical,10,20,N,3636,February
2022-02-04,46,07:00:00,Friday,"STEELES & MARTIN GRO, Toronto",Operations - Operator,11,22,E,3337,February
2022-02-04,984,07:00:00,Friday,"SHEPPARD & RIVALDA, Toronto",Mechanical,9,18,E,3633,February
2022-02-04,39,07:00:00,Friday,"NEILSON & FINCH, Toronto",Mechanical,5,10,S,3165,February
2022-02-04,60,07:00:00,Friday,"STEELES & ALNESS, Toronto",General Delay,30,60,E,8188,February
2022-02-04,960,07:30:00,Friday,"STEELES & KIPLING, Toronto",General Delay,30,60,E,8203,February
2022-02-04,12,07:30:00,Friday,"VICTORIA PARK , Toronto",Operations - Operator,24,48,S,8519,February
2022-02-04,960,07:30:00,Friday,"PIONEER VILLAGE STATIO, Toronto",Mechanical,8,15,W,8141,February
2022-02-04,902,07:30:00,Friday,"MARKHAM & ELLESMERE, Toronto",General Delay,25,35,N,3430,February
2022-02-04,189,07:30:00,Friday,"HIGH PARK , Toronto",Mechanical,25,50,N,3336,February
2022-02-04,165,07:30:00,Friday,"WESTON & ZAPPACOSTA, Toronto",General Delay,60,66,N,3714,February
2022-02-04,35,07:30:00,Friday,"JANE & CHURCH, Toronto",Mechanical,9,18,S,1003,February
2022-02-04,62,08:00:00,Friday,"CHISHOLM & ORLEY, Toronto",General Delay,22,44,W,8961,February
2022-02-04,108,08:00:00,Friday,"PIONEER VILLAGE STATIO, Toronto",Vision,18,36,N,3496,February
2022-02-04,36,08:00:00,Friday,"HUMBERWOOD LOOP, Toronto",Mechanical,5,10,E,3605,February
2022-02-04,62,08:00:00,Friday,"CHISHOLM & LUMSDEN, Toronto",Diversion,949,971,E,8433,February
2022-02-04,108,08:00:00,Friday,"GR&RAVINE & ARLETA, Toronto",General Delay,636,654,A,8924,February
2022-02-04,124,08:00:00,Friday,"SUNNYBROOK ROUTE, Toronto",Operations - Operator,7,14,A,0,February
2022-02-04,52,08:30:00,Friday,"LAWRENCE & CALEDONIA, Toronto",Collision - TTC,18,36,W,3724,February
2022-02-04,160,08:30:00,Friday,"WILSON & FAYWOOD, Toronto",Mechanical,20,40,W,8339,February
2022-02-04,45,08:30:00,Friday,"KIPLING & SNAREBROOK, Toronto",Collision - TTC,10,20,N,1413,February
2022-02-04,54,08:30:00,Friday,"EGLINTON & LAIRD, Toronto",Mechanical,10,20,S,8858,February
2022-02-04,996,09:00:00,Friday,"WESTHUMBER BLVD & KI, Toronto",Mechanical,9,19,W,3578,February
2022-02-04,36,09:00:00,Friday,"FINCH W & CHAMPAGNE, Toronto",Collision - TTC,5,10,E,3626,February
2022-02-04,32,09:00:00,Friday,"EGLINTON & OAKWOOD, Toronto",Collision - TTC,10,19,W,1091,February
2022-02-04,9,09:00:00,Friday,"1148 BELLAMY RD, Toronto",General Delay,20,44,S,8528,February
2022-02-04,935,09:30:00,Friday,"JANE & EXBURY, Toronto",Collision - TTC,10,20,S,1067,February
2022-02-04,939,09:30:00,Friday,"FINCH & DUDLEY, Toronto",Mechanical,8,16,E,3207,February
2022-02-04,85,09:30:00,Friday,"SHEPPARD & WARDEN, Toronto",Mechanical,13,25,E,1502,February
2022-02-04,120,09:30:00,Friday,"JANE & CHALKFARM, Toronto",Diversion,90,120,S,3553,February
2022-02-04,110,09:30:00,Friday,"LONG BRANCH & LAKESH, Toronto",Mechanical,10,20,W,8075,February
2022-02-04,23,10:00:00,Friday,"195 REXLEIGH DR., Toronto",Mechanical,11,22,N,8493,February
2022-02-04,80,10:00:00,Friday,"ELLIS & LAKESHORE, Toronto",Mechanical,30,60,N,7943,February
2022-02-04,32,10:30:00,Friday,"EGLINTON & ALLEN, Toronto",Collision - TTC,12,24,E,1260,February
2022-02-04,96,10:30:00,Friday,"WILSON & JANE, Toronto",Mechanical,23,46,E,8883,February
2022-02-04,102,11:00:00,Friday,"MARKHAM & TURBINA, Toronto",Mechanical,10,30,N,3436,February
2022-02-04,32,11:00:00,Friday,"EGLINTON & MENIN, Toronto",Collision - TTC,12,24,E,1260,February
2022-02-04,134,11:00:00,Friday,"SCARBOROUGH CENTRE STA, Toronto",Operations - Operator,16,32,E,1385,February
2022-02-04,112,11:30:00,Friday,"ATTWELL & BELFIELD, Toronto",Diversion,148,168,A,0,February
2022-02-04,127,11:30:00,Friday,"TOWNSLEY LOOP, Toronto",Mechanical,23,45,A,8073,February
2022-02-04,34,11:30:00,Friday,"EGLINTON & ROSEMOUNT, Toronto",Collision - TTC,15,30,W,8811,February
2022-02-04,34,11:30:00,Friday,"SPANBRIDGE & GRENOBL, Toronto",Operations - Operator,15,30,E,8758,February
2022-02-04,960,12:00:00,Friday,"ENTIRE ROUTE, Toronto",General Delay,25,35,A,0,February
2022-02-04,63,12:00:00,Friday,"EGLINTON WEST , Toronto",Cleaning - Unsanitary,8,16,S,8387,February
2022-02-04,33,12:00:00,Friday,"SPADINA ROAD FROM HEAT, Toronto",Operations - Operator,15,30,A,8192,February
2022-02-04,47,12:30:00,Friday,"YORKDALE GO TERMINAL, Toronto",Mechanical,18,36,N,8186,February
2022-02-04,9,13:00:00,Friday,"SCARBOROUGH CENTRE STA, Toronto",Security,28,52,W,8457,February
2022-02-04,7,13:00:00,Friday,"BATHURST & ANITBES, Toronto",Operations - Operator,10,20,S,8335,February
2022-02-04,22,13:30:00,Friday,"COXWELL , Toronto",Security,7,14,S,8408,February
2022-02-04,60,13:30:00,Friday,"ENTIRE ROUTE, Toronto",General Delay,25,34,A,0,February
2022-02-04,32,13:30:00,Friday,"EGLINTON & GABIAN, Toronto",Collision - TTC,12,24,W,1358,February
2022-02-04,60,13:30:00,Friday,"PIONEER VILLAGE STATIO, Toronto",Operations - Operator,9,18,E,8366,February
2022-02-04,80,14:00:00,Friday,"QUEENSWAY & LOMA, Toronto",Mechanical,30,60,W,8082,February
2022-02-04,63,14:00:00,Friday,"OSSINGTON , Toronto",Security,8,16,A,8346,February
2022-02-04,35,14:00:00,Friday,"MARSHAL MCLUHAN HIGH S, Toronto",Operations - Operator,5,10,S,0,February
2022-02-04,32,14:00:00,Friday,"EGLINTON & CALEDONIA, Toronto",Diversion,102,107,W,0,February
2022-02-04,47,14:00:00,Friday,"EARLSCOURT LOOP, Toronto",Collision - TTC,18,36,W,8150,February
2022-02-04,94,14:30:00,Friday,"HARBORD STREET & ST, Toronto",Held By,682,702,A,0,February
2022-02-04,939,14:30:00,Friday,"FINCH , Toronto",Operations - Operator,10,10,E,0,February
2022-02-04,52,14:30:00,Friday,"AMAZON FULFILLMENT CEN, Toronto",Operations - Operator,15,25,W,0,February
2022-02-04,19,14:30:00,Friday,"BAY & DUNDAS, Toronto",Held By,711,728,A,0,February
2022-02-04,989,14:30:00,Friday,"ST. BASIL THE GREAT CO, Toronto",Operations - Operator,14,27,N,0,February
2022-02-04,13,15:00:00,Friday,"AVENEUE & QUEENS PAR, Toronto",Held By,493,523,A,8324,February
2022-02-04,45,15:00:00,Friday,"STEELES LOOP, Toronto",Operations - Operator,35,47,S,1263,February
2022-02-04,60,15:00:00,Friday,"PIONEER VILLAGE STATIO, Toronto",Operations - Operator,7,14,E,0,February
2022-02-04,112,15:00:00,Friday,"WEST MALL & HOLIDAY, Toronto",Investigation,12,24,N,7944,February
2022-02-04,935,15:00:00,Friday,"PIONEER VILLAGE STATIO, Toronto",Operations - Operator,12,24,S,0,February
2022-02-04,17,15:00:00,Friday,"NONE PROVIDED, Toronto",Operations - Operator,8,18,S,0,February
2022-02-04,29,15:00:00,Friday,"DUFFERIN & LAWRENCE, Toronto",Operations - Operator,8,18,N,0,February
2022-02-04,952,15:30:00,Friday,"LAWRENCE WEST , Toronto",Operations - Operator,14,28,E,3538,February
2022-02-04,12,15:30:00,Friday,"BINGHAM LOOP, Toronto",Security,6,14,A,8439,February
2022-02-04,53,15:30:00,Friday,"STEELES & DUDLEY, Toronto",Investigation,6,12,W,3124,February
2022-02-04,7,15:30:00,Friday,"BATHURST & SOUTHBOUR, Toronto",Emergency Services,10,20,N,9018,February
2022-02-04,505,16:00:00,Friday,"OSSINGTON & DUNDAS, Toronto",Security,8,16,N,4421,February
2022-02-04,42,16:00:00,Friday,"MCNICOLL & MIDL&, Toronto",Collision - TTC,15,30,W,3107,February
2022-02-04,86,16:00:00,Friday,"LAWRENCE & LING, Toronto",Collision - TTC,15,30,E,1662,February
2022-02-04,54,16:30:00,Friday,"EGLINTON GARAGE, Toronto",Operations - Operator,11,22,E,0,February
2022-02-04,985,16:30:00,Friday,"MALVERN GATE, Toronto",Operations - Operator,5,10,S,9059,February
2022-02-04,56,17:00:00,Friday,"EGLINTON GARAGE, Toronto",Operations - Operator,16,32,A,0,February
2022-02-04,131,17:00:00,Friday,"OLD FINCH & LITTLES, Toronto",Operations - Operator,14,23,E,1236,February
2022-02-04,939,17:00:00,Friday,"KENNEDY & FINCH, Toronto",Operations - Operator,10,20,N,3234,February
2022-02-04,111,17:00:00,Friday,"WILLOWRIDGE & RICHGR, Toronto",Collision - TTC,13,26,E,3332,February
2022-02-04,73,17:30:00,Friday,"ROYAL YORK & WESTON, Toronto",Operations - Operator,29,48,N,3341,February
2022-02-04,16,17:30:00,Friday,"WARDEN , Toronto",Security,10,20,A,8483,February
2022-02-04,39,18:00:00,Friday,"FINCH & MILLIKEN, Toronto",Mechanical,10,20,N,3309,February
2022-02-04,935,18:00:00,Friday,"JANE & TRETHEWEY, Toronto",Mechanical,12,24,E,1140,February
2022-02-04,960,18:30:00,Friday,"STEELES & WESTON, Toronto",Operations - Operator,8,16,E,8361,February
2022-02-04,70,18:30:00,Friday,"CRAIGTON & PHARMACY, Toronto",Security,18,36,E,9208,February
2022-02-04,96,18:30:00,Friday,"WILSON & JANE, Toronto",Operations - Operator,9,18,W,3587,February
2022-02-04,130,18:30:00,Friday,"MIDDLEFIELD LOOP, Toronto",Security,16,32,A,1209,February
2022-02-04,939,18:30:00,Friday,"SCARBOROUGH CENTRE STA, Toronto",Operations - Operator,12,24,N,0,February
2022-02-04,39,18:30:00,Friday,"FINCH & KENNEDY, Toronto",Operations - Operator,10,20,N,9228,February
2022-02-04,39,19:00:00,Friday,"MCNICOLL & VICTORIA, Toronto",Operations - Operator,15,15,W,0,February
2022-02-04,68,19:00:00,Friday,"WARDEN , Toronto",Operations - Operator,6,13,N,0,February
2022-02-04,41,19:00:00,Friday,"MOUNT DENNIS GARAGE, Toronto",Operations - Operator,12,24,S,0,February
2022-02-04,39,19:00:00,Friday,"FINCH & KENNEDY, Toronto",Operations - Operator,10,20,E,3276,February
2022-02-04,22,19:00:00,Friday,"COXWELL , Toronto",Security,9,18,A,8479,February
2022-02-04,39,19:00:00,Friday,"MCNICHOLL & VICTORIA, Toronto",Operations - Operator,14,14,W,0,February
2022-02-04,70,19:30:00,Friday,"WARDEN , Toronto",Mechanical,26,52,W,9224,February
2022-02-04,63,19:30:00,Friday,"DUNDAS & OSSINGTON, Toronto",General Delay,17,25,N,1390,February
2022-02-04,985,19:30:00,Friday,"BIRCHMOUNT & SHEPPAR, Toronto",Operations - Operator,5,10,A,9077,February
2022-02-04,121,20:00:00,Friday,"ST MATTHEWS & GERRAD, Toronto",Cleaning - Unsanitary,20,44,S,8490,February
2022-02-04,29,20:00:00,Friday,"DUFFERIN & HUNTER, Toronto",Emergency Services,9,18,N,9141,February
2022-02-04,39,20:30:00,Friday,"BAYVIEW & STEELES, Toronto",Operations - Operator,20,39,A,3197,February
2022-02-04,24,21:00:00,Friday,"VICTORIA PARK & ST C, Toronto",Mechanical,7,15,S,8475,February
2022-02-04,85,21:30:00,Friday,"DON MILLS & SHEPPARD, Toronto",Mechanical,16,32,N,1327,February
2022-02-04,905,21:30:00,Friday,"ELLESMERE & MORNINGS, Toronto",Security,11,22,E,8526,February
2022-02-04,985,21:30:00,Friday,"DON MILLS , Toronto",Mechanical,12,24,A,9063,February
2022-02-04,39,21:30:00,Friday,"FINCH & KENNEDY, Toronto",Mechanical,10,20,W,3151,February
2022-02-04,122,21:30:00,Friday,"FENOLON LOOP, Toronto",Operations - Operator,46,46,S,0,February
2022-02-04,47,21:30:00,Friday,"EARLSCOURT LOOP, Toronto",Operations - Operator,33,66,N,8163,February
2022-02-04,168,22:00:00,Friday,"DUNDAS WEST , Toronto",Mechanical,30,60,N,1082,February
2022-02-04,68,22:00:00,Friday,"WARDEN & STEELES, Toronto",Mechanical,16,32,S,3247,February
2022-02-04,33,22:00:00,Friday,"SPADINA & LONSDALE, Toronto",Diversion,711,741,A,0,February
2022-02-04,69,22:30:00,Friday,"KINGSTON & BIRCHMOUN, Toronto",Operations - Operator,12,23,A,8536,February
2022-02-04,7,22:30:00,Friday,"BATHURST , Toronto",Mechanical,10,20,N,9015,February
2022-02-04,53,22:30:00,Friday,"STEELES & MCCOWAN, Toronto",Operations - Operator,13,21,A,3274,February
2022-02-04,85,22:30:00,Friday,"SHEPPARD & HAVENVIEW, Toronto",General Delay,22,44,W,3470,February
2022-02-04,927,22:30:00,Friday,"KIPLING , Toronto",Operations - Operator,4,7,A,3585,February
2022-02-04,104,22:30:00,Friday,"SHEPPARD & FAYWOOD, Toronto",Operations - Operator,20,40,A,8340,February
2022-02-04,7,23:00:00,Friday,"GREENWIN & BATHURST, Toronto",Operations - Operator,10,20,A,9000,February
2022-02-04,29,23:00:00,Friday,"DUFFERIN , Toronto",Mechanical,10,20,A,9037,February
2022-02-04,43,23:00:00,Friday,"KENNEDY , Toronto",Operations - Operator,15,30,A,3310,February
2022-02-04,54,23:00:00,Friday,"LAWRENCE EAST , Toronto",Mechanical,14,28,E,8643,February
2022-02-04,36,23:30:00,Friday,"FINCH & DUFFERIN, Toronto",Operations - Operator,5,10,A,3626,February
2022-02-04,75,23:30:00,Friday,"SHEBROUNE & BLOOR, Toronto",Security,20,40,S,8549,February
2022-02-04,39,00:00:00,Friday,"FINCH & KENNEDY, Toronto",Operations - Operator,10,20,A,3125,February
2022-02-04,39,00:30:00,Friday,"FINCH & KENNEDY, Toronto",Operations - Operator,10,20,A,3139,February
2022-02-04,116,00:30:00,Friday,"MCCOWAN & EGLINTON, Toronto",Mechanical,11,22,E,3471,February
2022-02-04,36,01:00:00,Friday,"FINCH & ISLINGTON, Toronto",Operations - Operator,6,12,A,9113,February
2022-02-04,52,01:00:00,Friday,"LAWRENCE & JANE, Toronto",Mechanical,13,26,A,3487,February
2022-02-04,90,01:00:00,Friday,"ST CLAIR WEST , Toronto",Operations - Operator,10,20,A,8342,February
2022-02-04,26,01:30:00,Friday,"DUNDAS & DUPONT, Toronto",Operations - Operator,10,20,A,1099,February
2022-02-05,41,02:00:00,Saturday,"KEELE & WYCOMBE, Toronto",Collision - TTC,25,55,S,9032,February
2022-02-05,324,02:30:00,Saturday,"WARDEN & STEELES, Toronto",Operations - Operator,30,60,N,8527,February
2022-02-05,300,02:30:00,Saturday,"2499 EGLINTON, Toronto",Vision,17,34,E,3448,February
2022-02-05,84,02:30:00,Saturday,"SHEPPARD & RIVALADA, Toronto",Security,15,30,E,3490,February
2022-02-05,363,03:00:00,Saturday,"LAKESHORE & ONTARIO, Toronto",Operations - Operator,30,60,A,8385,February
2022-02-05,104,03:00:00,Saturday,"QUEEN'S QUAY, Toronto",Operations - Operator,15,30,A,0,February
2022-02-05,385,03:00:00,Saturday,"SHEPPARD , Toronto",Security,30,60,A,3470,February
2022-02-05,960,06:00:00,Saturday,"FINCH , Toronto",Operations - Operator,7,14,W,8171,February
2022-02-05,62,06:30:00,Saturday,"CHISHOLM & WESTBROOK, Toronto",Diversion,20,40,A,8871,February
2022-02-05,33,07:00:00,Saturday,"SPADINA & LONSDALE, Toronto",Diversion,108,111,N,0,February
2022-02-05,127,07:00:00,Saturday,"SPADINA , Toronto",Mechanical,30,60,A,7925,February
2022-02-05,19,07:30:00,Saturday,"BAY & SCOLLARD, Toronto",Diversion,109,111,A,8447,February
2022-02-05,121,08:00:00,Saturday,"CHURCH & THE ESPLANA, Toronto",Diversion,17,37,N,8456,February
2022-02-05,116,08:30:00,Saturday,"MORNINGSIDE & CUMBER, Toronto",Mechanical,10,20,S,1236,February
2022-02-05,85,08:30:00,Saturday,"TORONTO ZOO LOOP, Toronto",Mechanical,30,60,A,9064,February
2022-02-05,127,09:00:00,Saturday,"QUEENSWAY DIVISION, Toronto",Mechanical,30,60,A,7925,February
2022-02-05,33,09:00:00,Saturday,"EGLINTON & VESTA, Toronto",Operations - Operator,30,60,E,8147,February
2022-02-05,36,10:00:00,Saturday,"FINCH & MARTIN GROVE, Toronto",Collision - TTC,4,8,E,3718,February
2022-02-05,126,10:00:00,Saturday,"ST CLAIR WEST , Toronto",Mechanical,30,60,N,8193,February
2022-02-05,70,10:00:00,Saturday,"VICTORIA & CRAIGTON, Toronto",Diversion,25,49,N,8418,February
2022-02-05,38,10:30:00,Saturday,"ROUGE HILL GO , Toronto",Operations - Operator,12,24,E,12968,February
2022-02-05,107,11:00:00,Saturday,"CHESSWOOD & CHAMPAGN, Toronto",Diversion,238,261,A,0,February
2022-02-05,129,11:00:00,Saturday,"MCCOWAN & STEELES, Toronto",Diversion,62,77,S,3115,February
2022-02-05,123,11:00:00,Saturday,"LONG BRANCH LOOP, Toronto",Operations - Operator,20,40,N,8033,February
2022-02-05,52,11:30:00,Saturday,"LAWRENCE , Toronto",Mechanical,20,40,W,3522,February
2022-02-05,95,11:30:00,Saturday,"RYL&ER & KINGSTON, Toronto",Mechanical,13,26,S,1312,February
2022-02-05,160,11:30:00,Saturday,"WILSON , Toronto",Operations - Operator,25,50,N,1367,February
2022-02-05,19,12:00:00,Saturday,"DAVENPORT & AVENUE, Toronto",Investigation,20,40,E,8502,February
2022-02-05,41,12:00:00,Saturday,"YORKDALE , Toronto",Operations - Operator,15,30,S,0,February
2022-02-05,960,12:00:00,Saturday,"ENTIRE ROUTE, Toronto",General Delay,30,38,A,8305,February
2022-02-05,42,12:30:00,Saturday,"DYNAMIC & MCNICOLL, Toronto",Operations - Operator,20,40,S,3204,February
2022-02-05,61,12:30:00,Saturday,"AVENUE & HWY 401, Toronto",Held By,115,145,S,0,February
2022-02-05,7,12:30:00,Saturday,"BATHURST & WILSON, Toronto",Operations - Operator,8,16,A,0,February
2022-02-05,60,12:30:00,Saturday,"PIONEER VILLAGE STATIO, Toronto",Operations - Operator,8,16,W,8152,February
2022-02-05,127,13:00:00,Saturday,"TOWNSLEY LOOP, Toronto",Diversion,22,44,E,8067,February
2022-02-05,7,13:00:00,Saturday,"BATHURST & WILSON, Toronto",Operations - Operator,8,15,N,0,February
2022-02-05,73,13:00:00,Saturday,"ROYAL YORK , Toronto",Operations - Operator,30,60,W,8016,February
2022-02-05,53,13:30:00,Saturday,"AMAZON FULLFILLMENT CE, Toronto",Mechanical,13,19,W,9229,February
2022-02-05,25,13:30:00,Saturday,"FRESHMEADOW & DON MI, Toronto",Mechanical,8,15,N,8621,February
2022-02-05,66,13:30:00,Saturday,"OLD MILL , Toronto",Operations - Operator,20,40,W,3340,February
2022-02-05,81,13:30:00,Saturday,"DAVENPORT & DUPONT, Toronto",General Delay,24,48,S,8468,February
2022-02-05,57,14:00:00,Saturday,"KENNEDY , Toronto",Mechanical,24,48,N,3274,February
2022-02-05,7,14:00:00,Saturday,"BATHURST & GREENWIN, Toronto",Operations - Operator,8,15,N,0,February
2022-02-05,71,14:00:00,Saturday,"RUNNYMEDE , Toronto",Operations - Operator,13,26,N,7962,February
2022-02-05,29,14:30:00,Saturday,"DUFFERIN & RANEE, Toronto",Mechanical,4,7,N,9023,February
2022-02-05,97,14:30:00,Saturday,"YONGE & EMPRESS TO N, Toronto",Held By,245,315,A,0,February
2022-02-05,60,14:30:00,Saturday,"PIONEER VILLAGE STATIO, Toronto",Operations - Operator,8,16,E,8370,February
2022-02-05,26,14:30:00,Saturday,"ST GEORGE , Toronto",Held By,681,729,S,8015,February
2022-02-05,17,14:30:00,Saturday,"STEELES & WARDEN, Toronto",Mechanical,17,34,N,3125,February
2022-02-05,165,14:30:00,Saturday,"WILSON & RIDLEY, Toronto",Mechanical,9,18,W,3513,February
2022-02-05,94,14:30:00,Saturday,"WELLESLEY & YONGE, Toronto",Diversion,114,116,W,8550,February
2022-02-05,32,15:00:00,Saturday,"EGLINTON , Toronto",Mechanical,12,24,E,3743,February
