Date,Route,Time,Day,Location,Incident,MinDelay,MinGap,Direction,Vehicle,Month
2022-01-01,325,02:00:00,Saturday,"OVERLEA & THORCLIFFE, Toronto",Diversion,131,161,W,8658,January
2022-01-01,320,02:00:00,Saturday,"YONGE & STEELES, Toronto",Operations - Operator,17,20,S,0,January
2022-01-01,320,02:00:00,Saturday,"YONGE & STEELES, Toronto",Operations - Operator,4,11,S,0,January
2022-01-01,320,02:00:00,Saturday,"YONGE & STEELES, Toronto",Operations - Operator,4,8,S,0,January
2022-01-01,363,02:30:00,Saturday,"KING & SHAW, Toronto",Operations - Operator,30,60,A,0,January
2022-01-01,320,02:30:00,Saturday,"STEELES & YONGE, Toronto",Operations - Operator,4,8,A,0,January
2022-01-01,320,03:00:00,Saturday,"YONGE & STEELES, Toronto",Operations - Operator,4,8,A,0,January
2022-01-01,300,03:30:00,Saturday,"BLOOR & INDIAN, Toronto",Security,17,34,E,8452,January
2022-01-01,47,03:30:00,Saturday,"LANSDOWNE & ST CLAIR, Toronto",Operations - Operator,15,30,S,0,January
2022-01-01,45,04:00:00,Saturday,"DANFORTH & DANFORTH, Toronto",Operations - Operator,30,60,W,1325,January
2022-01-01,32,04:30:00,Saturday,"EGLINTON , Toronto",Operations - Operator,16,33,A,1130,January
2022-01-01,39,04:30:00,Saturday,"FINCHDENE & FINCH, Toronto",Operations - Operator,30,60,W,0,January
2022-01-01,32,05:00:00,Saturday,"RENFORTH , Toronto",Operations - Operator,30,0,E,1073,January
2022-01-01,53,05:00:00,Saturday,"STEELES & BAYVIEW, Toronto",Security,30,60,E,3299,January
2022-01-01,29,05:00:00,Saturday,"DUFFERIN & LAWRENCE, Toronto",Operations - Operator,10,20,A,9149,January
2022-01-01,334,05:00:00,Saturday,"FINCHDENE & FINCH, Toronto",Operations - Operator,33,0,W,8744,January
2022-01-01,25,05:30:00,Saturday,"QUEENS QUAY & YONGE, Toronto",Operations - Operator,3,6,A,0,January
2022-01-01,320,05:30:00,Saturday,"YONGE & STEELES, Toronto",Operations - Operator,4,8,S,0,January
2022-01-01,7,06:00:00,Saturday,"YONGE & WELLINGTON, Toronto",Security,3,6,N,8182,January
2022-01-01,300,06:00:00,Saturday,"KIPLING , Toronto",Emergency Services,10,20,W,3155,January
2022-01-01,36,06:00:00,Saturday,"FINCH & ARROW, Toronto",Mechanical,11,22,E,3503,January
2022-01-01,96,06:30:00,Saturday,"YORK MILLS , Toronto",Operations - Operator,38,76,W,8935,January
2022-01-01,162,07:00:00,Saturday,"DONWAY WEST & LAWREN, Toronto",Operations - Operator,30,60,A,0,January
2022-01-01,35,07:00:00,Saturday,"JANE , Toronto",Operations - Operator,10,20,A,1044,January
2022-01-01,74,07:00:00,Saturday,"ST CLAIR , Toronto",Operations - Operator,23,46,A,0,January
2022-01-01,52,07:30:00,Saturday,"DIXON & WINCOTT, Toronto",Investigation,23,46,E,3564,January
2022-01-01,14,07:30:00,Saturday,"GLENCAIRN & CALEDONI, Toronto",Operations - Operator,11,22,E,0,January
2022-01-01,95,08:00:00,Saturday,"ELLESMERE & MARKHAM, Toronto",Operations - Operator,20,40,A,0,January
2022-01-01,79,08:00:00,Saturday,"PINE ST, Toronto",Operations - Operator,15,30,S,1144,January
2022-01-01,85,08:00:00,Saturday,"SHEPPARD & MARKHAM, Toronto",Operations - Operator,8,16,N,9063,January
2022-01-01,85,08:00:00,Saturday,"SHEPPARD & MARKHAM, Toronto",Operations - Operator,10,20,A,0,January
2022-01-01,20,08:00:00,Saturday,"DANFORTH & DANFORTH, Toronto",Diversion,106,130,W,8512,January
2022-01-01,79,08:30:00,Saturday,"EGLINTON WEST , Toronto",Operations - Operator,27,54,A,1254,January
2022-01-01,29,09:00:00,Saturday,"DUFFERIN & LAWRENCE, Toronto",Operations - Operator,4,9,S,1398,January
2022-01-01,32,09:00:00,Saturday,"EGLINTON & EMMETT, Toronto",Operations - Operator,27,54,A,1103,January
2022-01-01,41,09:00:00,Saturday,"KEELE & EGLINTON, Toronto",Operations - Operator,9,18,N,1203,January
2022-01-01,46,09:00:00,Saturday,"KIPLING , Toronto",Cleaning - Unsanitary,20,40,N,3366,January
2022-01-01,960,09:00:00,Saturday,"STEELES & DUFFERIN, Toronto",Mechanical,10,20,W,8358,January
2022-01-01,42,09:00:00,Saturday,"MCNICOLL & VICTORIA, Toronto",Operations - Operator,20,40,E,3139,January
2022-01-01,25,09:00:00,Saturday,"PAPE & O'CONNOR, Toronto",Mechanical,10,20,S,8635,January
2022-01-01,116,09:30:00,Saturday,"MORNINGSTAR & NIGHTS, Toronto",Operations - Operator,7,15,W,3412,January
2022-01-01,43,10:00:00,Saturday,"MIDL& & SILVER STA, Toronto",Mechanical,10,20,S,3131,January
2022-01-01,129,10:00:00,Saturday,"MCCOWAN & STEELES, Toronto",Mechanical,10,20,S,3133,January
2022-01-01,54,10:30:00,Saturday,"LAWRENCE RT , Toronto",Operations - Operator,16,32,E,8689,January
2022-01-01,89,10:30:00,Saturday,"WESTON & ALBION, Toronto",Mechanical,12,24,N,8356,January
2022-01-01,25,10:30:00,Saturday,"PAPE , Toronto",Operations - Operator,10,20,N,88859,January
2022-01-01,11,10:30:00,Saturday,"STEELES LOOP, Toronto",Operations - Operator,30,60,A,0,January
2022-01-01,102,11:00:00,Saturday,"MARKHAM & GREENCEDAR, Toronto",Cleaning - Unsanitary,10,20,S,3424,January
2022-01-01,96,11:00:00,Saturday,"YORK MILLS , Toronto",Mechanical,12,24,W,3574,January
2022-01-01,70,11:30:00,Saturday,"COXWELL , Toronto",Security,30,60,E,8449,January
2022-01-01,124,11:30:00,Saturday,"LAWRENCE , Toronto",Mechanical,15,30,S,8313,January
2022-01-01,41,11:30:00,Saturday,"PIONEER VILLAGE STATIO, Toronto",Operations - Operator,12,24,N,1305,January
2022-01-01,24,11:30:00,Saturday,"VICTORIA PARK , Toronto",Operations - Operator,10,20,N,8597,January
2022-01-01,52,12:00:00,Saturday,"6855 AIRPORT RD, Toronto",Cleaning - Unsanitary,24,48,E,3474,January
2022-01-01,116,12:30:00,Saturday,"KENNEDY , Toronto",Operations - Operator,6,13,E,1217,January
2022-01-01,116,12:30:00,Saturday,"KENNEDY , Toronto",Operations - Operator,6,13,E,1217,January
2022-01-01,41,12:30:00,Saturday,"KEELE & LAWRENCE, Toronto",Security,11,23,S,1208,January
2022-01-01,88,12:30:00,Saturday,"ST CLAIR , Toronto",Operations - Operator,20,40,W,8770,January
2022-01-01,41,12:30:00,Saturday,"KEELE , Toronto",Utilized Off Route,12,24,N,1135,January
2022-01-01,935,12:30:00,Saturday,"JANE , Toronto",Utilized Off Route,11,22,N,1063,January
2022-01-01,127,12:30:00,Saturday,"SPADINA , Toronto",Operations - Operator,22,45,W,3340,January
2022-01-01,37,12:30:00,Saturday,"ISLINGTON , Toronto",Utilized Off Route,20,40,N,8059,January
2022-01-01,47,12:30:00,Saturday,"YORKDALE , Toronto",Operations - Operator,20,40,S,8195,January
2022-01-01,60,12:30:00,Saturday,"PIONEER VILLAGE STATIO, Toronto",Operations - Operator,8,16,A,8369,January
2022-01-01,37,12:30:00,Saturday,"WOODBINE CASINO ( 555, Toronto",Security,20,40,A,8047,January
2022-01-01,17,12:30:00,Saturday,"STEELES & WARDEN, Toronto",Operations - Operator,18,36,A,3296,January
2022-01-01,34,12:30:00,Saturday,"KENNEDY , Toronto",Operations - Operator,8,16,W,8690,January
2022-01-01,43,13:00:00,Saturday,"MCNICOLL & KENNEDY, Toronto",Operations - Operator,10,20,N,3270,January
2022-01-01,72,13:00:00,Saturday,"VILLIERS & DON ROADW, Toronto",Security,17,34,E,8526,January
2022-01-01,24,13:00:00,Saturday,"VICTORIA PARK , Toronto",Operations - Operator,8,16,N,8470,January
2022-01-01,89,13:00:00,Saturday,"KEELE , Toronto",Operations - Operator,10,20,N,8163,January
2022-01-01,89,13:00:00,Saturday,"KEELE , Toronto",Operations - Operator,10,20,N,8163,January
2022-01-01,91,13:30:00,Saturday,"WOODBINE , Toronto",Operations - Operator,25,50,S,8707,January
2022-01-01,25,13:30:00,Saturday,"PAPE , Toronto",Operations - Operator,10,20,W,8782,January
2022-01-01,32,13:30:00,Saturday,"EGLINTON , Toronto",Mechanical,13,26,W,1379,January
2022-01-01,89,14:00:00,Saturday,"KEELE , Toronto",Operations - Operator,10,20,N,8390,January
2022-01-01,75,14:00:00,Saturday,"SHERBOURNE & BLOOR, Toronto",Operations - Operator,20,40,S,8491,January
2022-01-01,320,14:00:00,Saturday,"YONGE & STEELES, Toronto",Operations - Operator,10,22,A,0,January
2022-01-01,86,14:00:00,Saturday,"MORNINGSIDE & NIGHTS, Toronto",Operations - Operator,6,13,W,1656,January
2022-01-01,7,14:00:00,Saturday,"BATHURST , Toronto",Mechanical,8,15,A,8306,January
2022-01-01,53,14:00:00,Saturday,"AMAZON FULFILMENT CENT, Toronto",Operations - Operator,15,22,S,9232,January
2022-01-01,79,14:00:00,Saturday,"RUNNYMEDE , Toronto",Operations - Operator,30,60,N,1074,January
2022-01-01,935,14:00:00,Saturday,"JANE , Toronto",Operations - Operator,10,20,E,1043,January
2022-01-01,960,14:00:00,Saturday,"PIONEER VILLAGE STATIO, Toronto",Operations - Operator,8,16,S,8376,January
2022-01-01,89,14:00:00,Saturday,"WESTON & ALBION, Toronto",Operations - Operator,10,20,A,8324,January
2022-01-01,19,14:00:00,Saturday,"BAY & BLOOR, Toronto",Operations - Operator,23,46,A,8540,January
2022-01-01,97,14:30:00,Saturday,"YONGE & YORK MILLS, Toronto",Operations - Operator,30,60,N,8128,January
2022-01-01,72,14:30:00,Saturday,"CARLAW & COMMISSIONE, Toronto",Utilized Off Route,18,36,N,8432,January
2022-01-01,960,15:00:00,Saturday,"PIONEER VILLAGE STATIO, Toronto",Operations - Operator,8,16,E,8105,January
2022-01-01,32,15:00:00,Saturday,"EGLINTON , Toronto",Vision,12,24,W,1397,January
2022-01-01,960,15:00:00,Saturday,"PIONEER VILLAGE STATIO, Toronto",Operations - Operator,8,16,W,8131,January
2022-01-01,960,15:00:00,Saturday,"PIONEER VILLAGE STATIO, Toronto",Operations - Operator,8,16,S,8194,January
2022-01-01,32,15:00:00,Saturday,"EGLINTON & KEELE, Toronto",Mechanical,12,24,E,1065,January
2022-01-01,89,15:30:00,Saturday,"KEELE , Toronto",Operations - Operator,10,20,N,8141,January
2022-01-01,40,16:00:00,Saturday,"DUNDAS WEST , Toronto",Operations - Operator,26,52,W,8093,January
2022-01-01,36,16:30:00,Saturday,"FINCH WEST , Toronto",Mechanical,6,12,N,3711,January
2022-01-01,960,16:30:00,Saturday,"STEELES & YONGE, Toronto",Utilized Off Route,8,16,E,8126,January
2022-01-01,20,16:30:00,Saturday,"KENNEDY , Toronto",Mechanical,24,48,S,8512,January
2022-01-01,78,17:00:00,Saturday,"YORK MILLS , Toronto",Operations - Operator,30,60,N,8384,January
2022-01-01,62,17:30:00,Saturday,"MORTIMER & PAPE, Toronto",Cleaning - Unsanitary,15,30,S,8486,January
2022-01-01,43,17:30:00,Saturday,"KENNEDY & ELLESMERE, Toronto",Mechanical,18,36,N,3273,January
2022-01-01,42,17:30:00,Saturday,"BAYVIEW & CUMMER, Toronto",Mechanical,24,44,N,3120,January
2022-01-01,42,18:00:00,Saturday,"MCNICOLL & BRIMLEY, Toronto",Road Blocked - NON-TTC Collision,36,56,E,3139,January
2022-01-01,189,18:00:00,Saturday,"KEELE & BLOOR, Toronto",Security,25,50,S,3346,January
2022-01-01,121,18:00:00,Saturday,"FRONT & BAY, Toronto",Mechanical,20,40,E,8530,January
2022-01-01,100,18:30:00,Saturday,"DON MILLS & WYNFORD, Toronto",Operations - Operator,8,17,N,8759,January
2022-01-01,29,18:30:00,Saturday,"WILSON , Toronto",Mechanical,4,8,S,9152,January
2022-01-01,94,18:30:00,Saturday,"CASTLE FRANK , Toronto",Operations - Operator,7,15,E,8423,January
2022-01-01,134,19:00:00,Saturday,"SCARBOROUGH CENTRE STA, Toronto",Operations - Operator,25,50,A,3467,January
2022-01-01,37,19:00:00,Saturday,"ISLINGTON , Toronto",Operations - Operator,29,59,N,8037,January
2022-01-01,89,19:00:00,Saturday,"WESTON & ALBION, Toronto",Operations - Operator,10,20,S,8330,January
2022-01-01,11,19:30:00,Saturday,"DAVISVILLE , Toronto",Operations - Operator,24,48,S,8829,January
2022-01-01,25,19:30:00,Saturday,"PAPE , Toronto",Operations - Operator,10,20,S,8668,January
2022-01-01,25,19:30:00,Saturday,"PAPE , Toronto",Operations - Operator,9,18,W,8668,January
2022-01-01,22,20:00:00,Saturday,"COXWELL , Toronto",Operations - Operator,10,20,W,8564,January
2022-01-01,25,20:00:00,Saturday,"PAPE , Toronto",Operations - Operator,9,18,S,8736,January
2022-01-01,53,20:00:00,Saturday,"AMAZON FULLFILLMENT CE, Toronto",Collision - TTC,10,20,S,3147,January
2022-01-01,53,20:30:00,Saturday,"FINCH , Toronto",Emergency Services,20,40,A,3169,January
2022-01-01,95,20:30:00,Saturday,"YORK MILLS , Toronto",Utilized Off Route,10,20,E,1625,January
2022-01-01,100,21:00:00,Saturday,"DON MILLS & WYNFORD, Toronto",Operations - Operator,10,20,N,8822,January
2022-01-01,84,21:00:00,Saturday,"SHEPPARD WEST , Toronto",Operations - Operator,10,20,E,3618,January
2022-01-01,165,21:00:00,Saturday,"WESTON & ORMONT, Toronto",Mechanical,10,20,N,3639,January
2022-01-01,85,21:00:00,Saturday,"DON MILLS S, Toronto",Operations - Operator,20,40,E,3423,January
2022-01-01,22,21:30:00,Saturday,"COXWELL , Toronto",Cleaning - Unsanitary,8,16,A,8956,January
2022-01-01,41,21:30:00,Saturday,"KEELE & EGLINTON, Toronto",Operations - Operator,10,30,N,1125,January
2022-01-01,47,21:30:00,Saturday,"EARLSCOURT LOOP, Toronto",Operations - Operator,20,40,N,8153,January
2022-01-01,96,22:00:00,Saturday,"PIONEER VILLAGE STATIO, Toronto",Mechanical,15,30,E,83525,January
2022-01-01,52,23:00:00,Saturday,"LAWRENCE , Toronto",Operations - Operator,10,20,W,8934,January
2022-01-01,52,23:00:00,Saturday,"LAWRENCE , Toronto",Operations - Operator,10,20,A,8934,January
2022-01-01,86,23:00:00,Saturday,"MEADOWVALE LOOP, Toronto",Mechanical,9,18,W,1257,January
2022-01-01,501,23:30:00,Saturday,"QUEEN & YONGE, Toronto",Security,10,20,W,8038,January
2022-01-01,85,00:00:00,Saturday,"SHEPPARD & MCCOWAN, Toronto",Mechanical,10,20,E,9077,January
2022-01-01,85,00:30:00,Saturday,"DON MILLS , Toronto",Operations - Operator,22,42,E,9076,January
2022-01-01,70,01:00:00,Saturday,"COXWELL , Toronto",Utilized Off Route,15,30,W,8435,January
2022-01-01,47,01:00:00,Saturday,"ST CLAIR & L&OWNE, Toronto",Collision - TTC,10,25,W,8104,January
2022-01-01,131,01:00:00,Saturday,"SCARBOROUGH CENTRE CEN, Toronto",General Delay,25,47,A,0,January
2022-01-01,20,01:30:00,Saturday,"MAIN , Toronto",Operations - Operator,15,15,N,8488,January
2022-01-01,17,01:30:00,Saturday,"WARDEN , Toronto",Operations - Operator,18,36,N,3150,January
2022-01-01,102,02:00:00,Saturday,"BINGHAM LOOP, Toronto",Operations - Operator,30,60,N,3419,January
2022-01-02,95,02:00:00,Sunday,"YORK MILLS , Toronto",Security,30,60,W,3647,January
2022-01-02,47,02:00:00,Sunday,"DUNDAS WEST , Toronto",Operations - Operator,30,60,N,8153,January
2022-01-02,900,02:00:00,Sunday,"PEARSON AIRPORT - TERM, Toronto",Operations - Operator,30,30,E,1055,January
2022-01-02,34,03:00:00,Sunday,"EGLINTON , Toronto",Security,11,20,N,8704,January
2022-01-02,97,03:00:00,Sunday,"YONGE & QUEEN, Toronto",Security,8,16,S,8132,January
2022-01-02,97,04:00:00,Sunday,"YONGE & STEELES, Toronto",Operations - Operator,30,60,S,8371,January
2022-01-02,97,05:00:00,Sunday,"BATHURST & GREENWIN, Toronto",Operations - Operator,30,60,S,8361,January
2022-01-02,123,05:00:00,Sunday,"T1, Toronto",Operations - Operator,30,48,N,0,January
2022-01-02,7,05:30:00,Sunday,"BATHURST & WILSON, Toronto",Operations - Operator,10,20,N,8384,January
2022-01-02,37,05:30:00,Sunday,"ISTN, Toronto",Operations - Operator,24,48,N,0,January
2022-01-02,37,05:30:00,Sunday,"HWLP, Toronto",Operations - Operator,28,56,S,0,January
2022-01-02,35,06:00:00,Sunday,"PIONEER VILLAGE STATIO, Toronto",Mechanical,30,60,S,1024,January
2022-01-02,37,06:00:00,Sunday,"ISTN, Toronto",Operations - Operator,24,46,N,0,January
2022-01-02,38,06:30:00,Sunday,"SCARBOROUGH CENTRE STA, Toronto",Operations - Operator,12,24,W,1656,January
2022-01-02,89,06:30:00,Sunday,"WESTON & ALBION, Toronto",Operations - Operator,10,20,S,8103,January
2022-01-02,900,07:30:00,Sunday,"T1, Toronto",Operations - Operator,33,45,N,0,January
2022-01-02,76,07:30:00,Sunday,"RYST, Toronto",Operations - Operator,13,26,A,0,January
2022-01-02,34,07:30:00,Sunday,"EGLINTON , Toronto",Operations - Operator,6,12,A,0,January
2022-01-02,110,07:30:00,Sunday,"KIPLING  TO LAK, Toronto",General Delay,20,40,B,0,January
2022-01-02,900,07:30:00,Sunday,"T3, Toronto",Operations - Operator,8,26,S,0,January
2022-01-02,100,07:30:00,Sunday,"WYNFORD & DON MILLS, Toronto",Operations - Operator,10,20,W,8789,January
2022-01-02,110,08:00:00,Sunday,"LONG, Toronto",Operations - Operator,20,40,N,0,January
2022-01-02,110,08:00:00,Sunday,"EVIS, Toronto",Operations - Operator,10,30,S,0,January
2022-01-02,32,08:00:00,Sunday,"RENFORTH , Toronto",Mechanical,10,20,E,1203,January
2022-01-02,112,08:00:00,Sunday,"CANL, Toronto",Operations - Operator,20,40,S,0,January
2022-01-02,960,08:00:00,Sunday,"STEELES & MARTIN GRO, Toronto",Operations - Operator,10,20,E,8392,January
2022-01-02,60,08:00:00,Sunday,"PIONEER VILLAGE STATIO, Toronto",Operations - Operator,10,20,E,8331,January
2022-01-02,66,08:00:00,Sunday,"MP58, Toronto",Operations - Operator,20,40,N,0,January
2022-01-02,900,08:00:00,Sunday,"T1, Toronto",Operations - Operator,27,42,N,0,January
2022-01-02,108,08:30:00,Sunday,"ARROW GARAGE, Toronto",Mechanical,13,26,A,3607,January
2022-01-02,69,09:30:00,Sunday,"WARDEN & ST CLAIR, Toronto",Mechanical,22,44,N,8615,January
2022-01-02,7,09:30:00,Sunday,"BATHURST & RIDGEWOOD, Toronto",Collision - TTC,10,20,S,9006,January
2022-01-02,61,09:30:00,Sunday,"BOMBAY LOOP, Toronto",Mechanical,20,40,N,8388,January
2022-01-02,24,09:30:00,Sunday,"VICTORIA PARK & CONS, Toronto",Security,10,20,S,8511,January
2022-01-02,84,10:00:00,Sunday,"SHEPPARD & JANE, Toronto",Mechanical,9,18,E,8889,January
2022-01-02,34,10:30:00,Sunday,"EGLINTON , Toronto",Operations - Operator,18,36,S,8747,January
2022-01-02,102,11:00:00,Sunday,"MARKHAM & NASHDENE, Toronto",Mechanical,10,20,N,3406,January
2022-01-02,87,11:00:00,Sunday,"EAST YORK ACRES & HA, Toronto",Mechanical,10,20,A,8562,January
2022-01-02,123,11:30:00,Sunday,"EVANS & BROWNSLINE, Toronto",Collision - TTC,20,40,W,7969,January
2022-01-02,20,11:30:00,Sunday,"DANFORTH & PARKETTE, Toronto",Diversion,80,104,E,0,January
2022-01-02,95,12:30:00,Sunday,"ELLESMERE & MEADOWVA, Toronto",Mechanical,16,35,E,1312,January
2022-01-02,29,13:00:00,Sunday,"WILSON , Toronto",Operations - Operator,6,12,S,9030,January
2022-01-02,29,13:00:00,Sunday,"WILSON - UPPER, Toronto",Mechanical,6,12,A,9049,January
2022-01-02,60,13:00:00,Sunday,"DUFFERIN & STEELES, Toronto",Mechanical,8,16,S,8331,January
2022-01-02,960,13:30:00,Sunday,"STEELES & VILLAGE GA, Toronto",Mechanical,8,16,E,8102,January
2022-01-02,960,13:30:00,Sunday,"STEELES & BATHURST, Toronto",Mechanical,8,16,E,8102,January
2022-01-02,60,13:30:00,Sunday,"FINCH  TO MARKH, Toronto",General Delay,20,28,B,0,January
2022-01-02,40,13:30:00,Sunday,"DUNDAS WEST , Toronto",Operations - Operator,26,52,A,8031,January
2022-01-02,73,13:30:00,Sunday,"ROYAL YORK , Toronto",Operations - Operator,30,60,A,7974,January
2022-01-02,52,13:30:00,Sunday,"LAWRENCE & JANE, Toronto",Vision,16,32,E,8955,January
2022-01-02,96,14:00:00,Sunday,"ELMHURST & ISLINGTON, Toronto",Mechanical,19,38,W,3538,January
2022-01-02,32,14:00:00,Sunday,"RENFORTH , Toronto",Mechanical,12,24,E,1074,January
2022-01-02,96,14:00:00,Sunday,"WILSON & JANE, Toronto",Cleaning - Unsanitary,19,38,E,8899,January
2022-01-02,68,14:00:00,Sunday,"WARDEN , Toronto",Mechanical,11,22,A,3524,January
2022-01-02,60,14:00:00,Sunday,"PIONEER VILLAGE STATIO, Toronto",Utilized Off Route,8,16,E,8353,January
2022-01-02,60,14:30:00,Sunday,"PIONEER VILLAGE STATIO, Toronto",Mechanical,8,16,A,8185,January
2022-01-02,32,14:30:00,Sunday,"LAWRENCE & PINE, Toronto",Mechanical,12,24,E,1103,January
2022-01-02,63,14:30:00,Sunday,"OSSINGTON , Toronto",Mechanical,4,8,S,1068,January
2022-01-02,68,14:30:00,Sunday,"WARDEN & ST CLAIR, Toronto",Mechanical,11,22,N,3254,January
2022-01-02,29,14:30:00,Sunday,"CNE PRINCES GATES, Toronto",Mechanical,4,8,S,9041,January
2022-01-02,26,15:00:00,Sunday,"JANE , Toronto",Operations - Operator,24,48,A,8461,January
2022-01-02,71,15:00:00,Sunday,"RUNNYMEDE , Toronto",Operations - Operator,15,30,E,8012,January
2022-01-02,52,15:00:00,Sunday,"PEARSON AIRPORT TERMIN, Toronto",Mechanical,15,30,A,3500,January
2022-01-02,504,15:00:00,Sunday,"EXHIBITION LOOP, Toronto",Operations - Operator,10,20,N,8141,January
2022-01-02,68,15:00:00,Sunday,"WARDEN & COMSTOCK, Toronto",Operations - Operator,11,22,N,3204,January
2022-01-02,7,15:00:00,Sunday,"BATHURST , Toronto",Mechanical,7,15,S,8324,January
2022-01-02,161,15:00:00,Sunday,"ALLAINCE & JANE, Toronto",Mechanical,15,30,W,1038,January
2022-01-02,108,15:30:00,Sunday,"DRIFTWOOD & FINCH, Toronto",Operations - Operator,22,44,W,3543,January
2022-01-02,43,15:30:00,Sunday,"KENNEDY & PASSMORE, Toronto",Operations - Operator,10,20,S,3197,January
2022-01-02,29,15:30:00,Sunday,"WILSON , Toronto",Mechanical,4,8,A,9042,January
2022-01-02,52,16:00:00,Sunday,"LAWRENCE & JANE, Toronto",Operations - Operator,16,32,N,3721,January
2022-01-02,52,16:00:00,Sunday,"LAWRENCE & JANE, Toronto",Operations - Operator,16,32,W,3600,January
2022-01-02,52,16:00:00,Sunday,"LAWRENCE & JANE, Toronto",Operations - Operator,16,32,W,3600,January
2022-01-02,57,16:00:00,Sunday,"MIDL& & STEELES, Toronto",Operations - Operator,17,35,S,3218,January
2022-01-02,73,16:00:00,Sunday,"ROYAL YORK , Toronto",Operations - Operator,30,60,W,3343,January
2022-01-02,102,16:30:00,Sunday,"MARKHAM & HWY 7, Toronto",Operations - Operator,10,30,S,3412,January
2022-01-02,134,16:30:00,Sunday,"PROGRESS & SHEPPARD, Toronto",Operations - Operator,18,36,N,3451,January
2022-01-02,38,16:30:00,Sunday,"SCARBOROUGH CENTRE STA, Toronto",Operations - Operator,12,24,W,1351,January
2022-01-02,21,16:30:00,Sunday,"SCARBOROUGH CENTRE STA, Toronto",Operations - Operator,22,44,N,1277,January
2022-01-02,105,16:30:00,Sunday,"SHEPPARD WEST , Toronto",Mechanical,15,30,A,8376,January
2022-01-02,35,16:30:00,Sunday,"JANE & TREWTHEWAY, Toronto",Operations - Operator,8,16,S,1007,January
2022-01-02,29,16:30:00,Sunday,"EXHIBITION LOOP, Toronto",Operations - Operator,4,8,S,1106,January
2022-01-02,29,17:00:00,Sunday,"WILSON , Toronto",Operations - Operator,4,8,S,9150,January
2022-01-02,130,17:00:00,Sunday,"SCARBOROUGH CENTRE STA, Toronto",Operations - Operator,30,60,W,1216,January
2022-01-02,29,17:00:00,Sunday,"WILSON , Toronto",Mechanical,6,12,S,9049,January
2022-01-02,161,17:00:00,Sunday,"JANE & ALLIANCE, Toronto",Operations - Operator,17,34,W,1094,January
2022-01-02,935,17:00:00,Sunday,"JANE , Toronto",Mechanical,10,20,E,1005,January
2022-01-02,52,17:00:00,Sunday,"LAWRENCE & BATHURST, Toronto",Operations - Operator,16,32,N,3644,January
2022-01-02,47,17:00:00,Sunday,"YORKDALE MALL, Toronto",Operations - Operator,18,36,S,8140,January
2022-01-02,47,17:30:00,Sunday,"YORKDALE ROADWAY, Toronto",Operations - Operator,18,36,S,8140,January
2022-01-02,32,17:30:00,Sunday,"EGLINTON WEST , Toronto",Operations - Operator,4,12,E,1067,January
2022-01-02,935,17:30:00,Sunday,"JANE , Toronto",Mechanical,10,20,S,1059,January
2022-01-02,75,17:30:00,Sunday,"SHERBOURNE & WELLESL, Toronto",Collision - TTC,20,40,S,8868,January
2022-01-02,35,18:00:00,Sunday,"JANE & SHEPPARD, Toronto",Mechanical,8,16,N,1045,January
2022-01-02,75,18:00:00,Sunday,"LOWER JARVIS & LAKE, Toronto",Utilized Off Route,10,30,N,8517,January
2022-01-02,118,18:00:00,Sunday,"WILSON , Toronto",Operations - Operator,30,60,E,8363,January
2022-01-02,45,18:00:00,Sunday,"KIPLING , Toronto",Operations - Operator,10,20,A,0,January
2022-01-02,85,18:00:00,Sunday,"DON MILLS , Toronto",Utilized Off Route,6,12,E,9076,January
2022-01-02,935,18:00:00,Sunday,"JANE & EGLINTON, Toronto",Mechanical,10,20,N,1037,January
2022-01-02,60,18:30:00,Sunday,"FINCH , Toronto",Operations - Operator,8,16,A,8392,January
2022-01-02,7,18:30:00,Sunday,"GREENWIN VILLAGE & B, Toronto",Operations - Operator,8,15,S,9012,January
2022-01-02,67,18:30:00,Sunday,"PHARMACY & ELLESMERE, Toronto",Mechanical,16,32,N,8797,January
2022-01-02,44,18:30:00,Sunday,"KIPLING & BIRMINGHAM, Toronto",Mechanical,10,20,N,8032,January
2022-01-02,90,18:30:00,Sunday,"VAUGHAN & ROBINA, Toronto",Operations - Operator,12,24,S,1381,January
2022-01-02,35,18:30:00,Sunday,"JANE & SAN ROMANOWAY, Toronto",Collision - TTC,8,16,N,1026,January
2022-01-02,63,18:30:00,Sunday,"OSSINGTON , Toronto",Operations - Operator,8,16,W,8163,January
2022-01-02,63,19:00:00,Sunday,"EGLINTON WEST , Toronto",Operations - Operator,8,16,A,8366,January
2022-01-02,32,19:00:00,Sunday,"EGLINTON , Toronto",Mechanical,7,12,E,1125,January
2022-01-02,85,19:00:00,Sunday,"SHEPPARD & MARKHAM, Toronto",Operations - Operator,9,18,W,9072,January
2022-01-02,106,19:30:00,Sunday,"PIONEER VILLAGE STATIO, Toronto",Mechanical,16,32,W,8377,January
2022-01-02,36,19:30:00,Sunday,"HUMBERWOOD LOOP, Toronto",Mechanical,7,14,A,3545,January
2022-01-02,35,19:30:00,Sunday,"JANE & ALLIANCE, Toronto",Mechanical,8,16,S,1034,January
2022-01-02,47,20:00:00,Sunday,"YORKDALE ROAD, Toronto",Operations - Operator,20,40,N,8209,January
2022-01-02,32,20:30:00,Sunday,"EMMETT & VERONA, Toronto",Mechanical,30,60,E,1138,January
2022-01-02,7,20:30:00,Sunday,"BATHURST & WILSON, Toronto",Operations - Operator,10,20,S,8204,January
